id,year,review_score,total_positive,total_negative,total_reviews,Players
22610,2010,6,687,272,959,199888
22650,2010,5,432,204,636,157346
22670,2010,6,207,75,282,57440
23150,2010,6,12,5,17,3440
23530,2011,8,702,69,771,87316
24200,2011,8,8966,2239,11205,2863993
24240,2011,8,31919,2223,34142,4944712
24420,2008,8,975,121,1096,163102
24480,2012,5,172,156,328,98328
25700,2009,8,183,39,222,281079
26000,2009,8,153,33,186,42072
26300,2009,4,11,29,40,7562
26500,2009,8,646,81,727,377806
26800,2009,8,6137,354,6491,1012406
27330,2010,4,123,193,316,60463
27600,2009,7,21,2,23,1938
27920,2010,5,87,91,178,227125
27940,2011,4,196,398,594,99822
28000,2010,5,2271,1480,3751,448371
29180,2009,8,820,98,918,413551
31280,2010,8,5506,833,6339,952378
31700,2008,8,304,51,355,74779
31980,2009,5,12,8,20,8543
32150,2009,8,299,6,305,19656
32160,2009,8,215,38,253,33774
32200,2009,5,76,44,120,34954
32410,2009,6,37,15,52,19433
32460,2010,9,1082,49,1131,288297
33390,2011,6,24,7,31,6783
33650,2010,8,284,38,322,35897
33660,2010,6,21,8,29,4418
33670,2010,5,161,123,284,86037
33680,2010,8,904,81,985,52081
33930,2010,8,16375,1305,17680,4514397
33980,2010,5,74,44,118,13367
34030,2010,8,7309,621,7930,2178916
34270,2010,8,1267,305,1572,1514485
34500,2009,7,31,7,38,10161
34830,2010,5,1759,1374,3133,934745
34870,2013,6,5362,2096,7458,1089080
34900,2009,6,9475,2723,12198,476787
34920,2010,4,47,149,196,23507
35130,2010,8,2309,194,2503,550882
35140,2010,9,17684,659,18343,2240464
35320,2012,8,292,58,350,28646
35450,2011,8,24118,1958,26076,3501161
35460,2010,6,578,192,770,186933
35480,2011,6,569,156,725,202488
35600,2009,5,43,35,78,16686
35700,2009,9,8516,351,8867,1604101
35720,2013,9,14968,588,15556,2791654
36000,2009,5,176,103,279,72409
37500,2009,6,32,9,41,10680
37800,2009,5,25,12,37,35950
38230,2010,5,54,77,131,36667
38600,2010,8,2071,192,2263,214039
38700,2010,8,1562,210,1772,352195
38720,2010,8,996,111,1107,248133
39110,2010,6,145,39,184,24628
39140,2013,8,10623,755,11378,1136100
39150,2013,8,4876,559,5435,581505
39160,2011,5,992,634,1626,638566
39800,2009,8,1944,247,2191,877968
40100,2010,8,4738,781,5519,1048307
40390,2012,6,2681,785,3466,713807
40400,2009,8,956,168,1124,371287
40420,2010,5,126,63,189,60328
40700,2009,9,4544,211,4755,609675
40800,2010,9,21448,1041,22489,2970487
40930,2010,8,319,38,357,127810
40980,2016,6,320,92,412,248308
41000,2009,8,3374,220,3594,1025064
41070,2011,8,13693,1671,15364,2029621
41300,2009,8,1436,106,1542,1321782
41740,2011,6,252,64,316,37887
41900,2009,6,586,168,754,158667
42000,2011,5,8,5,13,3829
42120,2010,6,1293,470,1763,1107457
42140,2011,5,167,79,246,61329
42170,2012,5,412,309,721,179546
42500,2010,5,229,141,370,176883
42700,2010,8,12481,1532,14013,3759377
42910,2011,8,19454,1409,20863,4976290
42990,2012,5,323,425,748,108612
43000,2010,5,432,290,722,134789
43190,2011,8,464,69,533,69196
43600,2010,7,36,4,40,13164
44100,2010,8,73,9,82,35059
45000,2010,8,286,29,315,405082
45100,2010,8,1273,248,1521,145021
45300,2010,5,299,131,430,156274
45400,2010,8,764,66,830,87234
45410,2011,5,142,107,249,36605
45420,2016,7,10,1,11,314
45450,2011,8,442,42,484,71018
45730,2010,5,123,127,250,23630
45740,2010,6,2294,783,3077,627795
45760,2014,8,7602,1015,8617,1306698
45770,2011,6,1142,315,1457,263656
46000,2010,6,71,29,100,50047
46450,2010,5,202,127,329,93777
46520,2011,5,158,117,275,32134
46570,2011,5,96,79,175,33667
46600,2010,6,39,12,51,21596
46770,2010,6,185,55,240,34741
47000,2010,8,524,85,609,38574
47540,2010,8,250,49,299,73522
48000,2011,8,27176,1657,28833,3207480
48700,2010,9,64072,1698,65770,4219791
48720,2011,8,5157,796,5953,1231509
48950,2010,8,392,61,453,167621
49300,2010,5,57,66,123,56215
49320,2010,5,29,25,54,16197
49330,2011,5,75,43,118,43817
49470,2011,8,720,93,813,377401
49520,2012,9,119815,4536,124351,11218936
49600,2010,9,6028,292,6320,601573
49810,2011,8,105,23,128,16752
49900,2010,5,178,78,256,149111
50000,2010,8,180,10,190,39982
50130,2011,8,26419,1541,27960,2312872
50510,2010,5,57,85,142,58147
50620,2010,8,8038,906,8944,1683431
51060,2011,8,73,11,84,10000
55020,2010,5,39,28,67,11879
55040,2011,8,1385,164,1549,316352
55100,2011,5,4496,3003,7499,1182312
55110,2011,6,2451,886,3337,785298
55140,2010,8,1427,316,1743,307610
55150,2011,8,7279,574,7853,1099682
55230,2011,9,38409,1416,39825,5143189
57000,2010,8,83,9,92,24562
57200,2010,8,395,37,432,77794
57300,2010,8,17767,958,18725,2609222
57680,2011,6,421,177,598,56157
57690,2011,8,8081,724,8805,2000449
57700,2011,6,97,39,136,20891
57800,2010,5,73,86,159,62506
57900,2011,5,4097,2017,6114,886514
58200,2010,8,247,30,277,49520
58230,2012,8,79,15,94,26568
58400,2010,4,42,80,122,33305
58550,2011,4,192,399,591,168535
58610,2012,6,1766,510,2276,621393
60350,2011,8,67,9,76,14082
60600,2010,5,27,21,48,16997
60700,2010,4,9,25,34,6871
61100,2011,6,163,51,214,46438
61600,2010,8,415,58,473,114745
61700,2011,8,1191,108,1299,309591
61730,2012,8,245,13,258,32972
62000,2010,8,407,33,440,108722
62100,2010,8,581,38,619,106325
63000,2011,8,648,159,807,239813
63200,2011,6,709,192,901,708500
63700,2010,8,600,140,740,267116
63710,2011,8,2921,457,3378,647721
63940,2011,5,347,211,558,131229
64000,2011,8,2609,351,2960,409681
65300,2012,8,1519,197,1716,2490746
65400,2010,8,85,17,102,13158
65710,2010,8,253,48,301,17001
65800,2011,8,10202,847,11049,2483252
65980,2014,5,8945,7767,16712,2606575
67000,2010,6,334,106,440,154963
67370,2012,8,9732,1009,10741,1145131
70000,2011,8,11018,2113,13131,2364083
70120,2011,4,157,282,439,118551
70300,2010,9,6175,233,6408,763558
70500,2010,6,31,12,43,14906
70600,2011,8,1760,235,1995,486841
70620,2011,8,360,79,439,132903
71230,2011,8,860,215,1075,148830
71240,2011,8,260,50,310,58500
71250,2011,8,2210,440,2650,291205
71260,2011,8,495,71,566,51418
71340,2011,8,5887,434,6321,647871
72000,2012,8,649,94,743,192454
72200,2011,8,2203,489,2692,752402
72400,2010,6,219,66,285,97328
72500,2010,5,35,38,73,8589
72850,2011,8,216040,13281,229321,13235488
72900,2010,5,132,73,205,39498
73010,2011,6,576,161,737,237970
73060,2012,4,32,64,96,24228
78000,2010,9,2373,99,2472,295211
80000,2011,4,44,109,153,45758
80200,2011,6,258,65,323,81723
80310,2011,8,1141,114,1255,130615
80330,2012,8,789,96,885,79474
80340,2012,8,322,21,343,52347
80350,2012,8,258,14,272,49385
80360,2012,8,282,10,292,46844
90200,2010,8,312,54,366,99303
90500,2010,5,61,89,150,43341
91100,2011,8,725,87,812,120532
91200,2011,8,3132,420,3552,567765
91600,2011,8,2469,271,2740,2088528
91700,2011,8,4113,795,4908,768052
91800,2011,8,68,8,76,11099
91810,2011,6,19,7,26,7392
92000,2011,5,1241,776,2017,186396
92100,2011,5,1034,611,1645,341194
92200,2011,8,117,7,124,28454
92210,2011,8,130,25,155,26273
92220,2011,8,113,21,134,31444
92300,2011,6,561,236,797,107351
92600,2011,6,123,39,162,36670
92800,2011,8,3525,300,3825,682706
93200,2011,8,807,143,950,340794
94200,2011,9,1935,100,2035,413206
94400,2014,8,4966,681,5647,787983
95000,2013,6,114,34,148,54626
95300,2011,6,682,195,877,246235
95400,2014,8,2678,155,2833,446523
95900,2011,5,153,99,252,48356
96100,2016,8,7045,1108,8153,754043
96800,2012,5,165,95,260,404730
96900,2013,5,21,16,37,17482
97000,2011,8,1484,150,1634,339780
97330,2012,8,906,114,1020,452484
98200,2011,8,1952,399,2351,1065406
98300,2012,8,968,101,1069,213463
98400,2012,8,2970,548,3518,335265
98600,2011,8,196,49,245,88003
98800,2011,8,3799,218,4017,554550
98900,2011,5,126,75,201,15773
99100,2011,4,96,269,365,114696
99120,2011,5,30,18,48,3388
99200,2011,8,97,10,107,16240
99300,2011,8,1628,261,1889,297463
99400,2011,5,146,158,304,28250
99700,2011,8,713,93,806,223790
99900,2011,8,13847,2717,16564,5226655
99910,2011,8,922,212,1134,469196
102200,2011,6,251,76,327,72893
102400,2011,5,20,9,29,14275
102600,2011,9,5168,154,5322,1105153
102810,2011,8,81,18,99,24340
104000,2011,6,142,45,187,56863
104020,2012,6,87,35,122,18474
104900,2013,6,20385,6841,27226,4419554
105000,2012,6,898,291,1189,108523
105300,2011,6,282,73,355,67693
105420,2013,6,154,42,196,25827
105600,2011,9,207331,5325,212656,13132545
105700,2011,5,70,47,117,31754
105800,2012,8,536,127,663,154398
107100,2011,9,25848,899,26747,2577876
107200,2011,8,2296,178,2474,753148
107410,2013,8,89908,9762,99670,6404450
107800,2011,8,1416,124,1540,211829
108200,2012,8,1262,227,1489,295151
108210,2011,5,169,100,269,163923
108500,2012,8,515,66,581,150153
108700,2012,6,357,147,504,370163
108710,2012,8,19943,1754,21697,1804210
109700,2011,5,53,30,83,11021
110500,2011,5,51,24,75,11517
110600,2011,5,27,26,53,10550
110610,2011,6,47,17,64,9532
110630,2012,5,23,15,38,6409
110800,2011,8,12349,1856,14205,1596369
111100,2012,8,340,75,415,89897
111300,2011,6,21,8,29,5726
111400,2011,5,181,199,380,160728
111600,2011,8,476,77,553,138384
111800,2011,6,536,148,684,210782
111900,2013,4,271,991,1262,205359
112100,2011,8,321,70,391,120153
113020,2013,8,6583,653,7236,2153213
113200,2011,9,40199,1673,41872,7172818
113400,2011,5,17657,10053,27710,5874946
113420,2012,5,3637,2788,6425,2139999
115100,2011,8,2459,177,2636,341308
115110,2012,8,1187,135,1322,248039
115120,2012,8,510,108,618,109286
115800,2016,8,3002,415,3417,251798
116100,2014,5,185,114,299,32496
116120,2011,6,106,28,134,23805
200010,2012,8,1107,196,1303,215834
200020,2011,5,116,169,285,19246
200130,2011,6,145,45,190,22225
200150,2015,5,90,105,195,9354
200170,2012,8,3428,597,4025,1730275
200190,2011,5,65,39,104,24241
200210,2012,8,20195,3857,24052,3757613
200260,2012,9,22372,994,23366,2467996
200370,2012,5,266,154,420,81571
200410,2012,5,45,45,90,28307
200550,2011,4,60,102,162,74874
200710,2012,8,27172,1507,28679,4963949
200900,2011,9,4698,217,4915,590104
200910,2011,8,1095,165,1260,150501
200940,2012,8,1918,197,2115,241011
201420,2013,8,620,119,739,147483
201510,2011,1,236,1662,1898,126375
201570,2012,6,1366,430,1796,355611
201810,2014,8,23454,2554,26008,1819928
202070,2012,8,178,37,215,32935
202130,2013,5,171,199,370,83551
202310,2012,5,476,400,876,133909
202370,2012,5,31,20,51,8726
202410,2012,8,103,20,123,28405
202530,2012,5,530,609,1139,144813
202730,2012,8,334,54,388,63976
202750,2012,6,3171,1257,4428,521355
202970,2012,8,22831,3964,26795,2998561
203140,2012,8,19955,2076,22031,2805822
203160,2013,9,77826,3230,81056,5495033
203210,2012,8,759,72,831,98665
203290,2013,6,5651,1655,7306,1823295
203350,2012,8,653,138,791,163165
203560,2012,8,197,44,241,29542
203650,2012,6,558,165,723,83454
203750,2012,8,3971,637,4608,306463
203770,2012,8,24221,3111,27332,3170312
203830,2012,8,1123,172,1295,188342
203990,2011,8,196,22,218,32140
204060,2012,6,1705,444,2149,439828
204100,2012,8,19080,3783,22863,1740909
204220,2012,6,155,63,218,108508
204240,2013,8,2636,331,2967,320817
204360,2012,9,42208,1596,43804,5555066
204440,2012,8,110,24,134,15198
204530,2014,8,1788,108,1896,189415
204580,2012,7,21,4,25,4536
204630,2014,8,1822,214,2036,280667
204760,2012,4,50,137,187,7091
204840,2012,5,47,48,95,21722
204860,2012,5,164,84,248,62294
204880,2012,8,7007,480,7487,1092043
205060,2012,5,63,47,110,32433
205070,2012,6,49,18,67,27186
205080,2013,5,62,39,101,28966
205090,2014,5,64,59,123,15670
205100,2012,9,36528,1046,37574,3700352
205230,2012,8,2490,385,2875,415904
205530,2012,5,46,35,81,40835
205610,2012,5,422,186,608,203151
205650,2012,8,1399,249,1648,188089
205690,2012,6,220,60,280,22579
205730,2012,8,520,70,590,112625
205810,2012,5,103,69,172,53980
205830,2012,8,169,14,183,15944
205910,2012,8,3255,273,3528,360126
205950,2012,8,2892,517,3409,533153
205990,2014,5,521,261,782,86204
206190,2013,9,9542,233,9775,702654
206210,2012,8,8363,1511,9874,2982059
206230,2012,5,24,15,39,2259
206370,2012,8,506,52,558,78881
206420,2013,8,47037,3961,50998,5275914
206440,2012,9,37990,1214,39204,1086773
206500,2018,8,6783,1214,7997,1823483
206690,2012,8,402,80,482,102379
207000,2013,5,78,50,128,13444
207020,2012,6,293,75,368,37217
207040,2012,8,724,156,880,137200
207080,2012,8,1455,115,1570,184842
207140,2016,8,18253,1196,19449,2753552
207170,2012,8,4305,239,4544,762137
207190,2012,5,64,64,128,15159
207230,2014,6,5281,1897,7178,1886025
207250,2012,6,326,120,446,145843
207420,2012,6,512,214,726,148590
207430,2012,5,326,318,644,125071
207610,2012,9,40968,1341,42309,2846244
207670,2012,5,27,34,61,11525
207690,2012,9,3241,110,3351,330330
207710,2012,5,24,15,39,4400
207730,2012,4,123,246,369,36181
207750,2012,8,1104,193,1297,149580
207930,2013,5,592,255,847,160193
208090,2014,8,32752,5111,37863,5224448
208140,2012,8,5361,1269,6630,1549005
208200,2012,8,3448,680,4128,604250
208400,2012,8,617,48,665,76233
208460,2012,4,11,35,46,12183
208520,2013,5,956,581,1537,275454
208580,2012,8,7015,800,7815,1529038
208600,2012,8,452,87,539,97537
208620,2012,5,52,27,79,13565
208630,2012,6,51,14,65,11789
208640,2012,7,44,5,49,11140
208650,2015,6,27501,11489,38990,1396715
208670,2012,8,1213,283,1496,151143
208710,2012,5,23,10,33,6328
208730,2012,6,1339,544,1883,272599
208750,2015,8,1986,198,2184,172935
209000,2013,8,17958,2944,20902,1851868
209060,2014,8,489,90,579,55790
209080,2012,8,11778,1031,12809,2424726
209160,2014,5,13833,10061,23894,1424741
209230,2012,8,184,37,221,18909
209330,2012,5,258,167,425,130087
209360,2012,6,39,12,51,14751
209370,2012,8,1795,116,1911,111483
209390,2012,4,15,50,65,17225
209610,2012,5,58,46,104,15167
209630,2013,8,239,42,281,21062
209650,2014,5,12415,7868,20283,1123642
209670,2012,5,2479,1149,3628,841552
209690,2012,5,119,76,195,54947
209730,2012,5,265,290,555,122753
209790,2012,8,456,56,512,123113
209850,2013,5,31,18,49,9382
209870,2012,6,11300,3699,14999,4268464
209950,2012,8,546,50,596,58044
210170,2012,6,137,54,191,81780
210490,2012,3,1,47,48,5183
210770,2013,8,10689,1112,11801,2602292
210870,2013,8,159,15,174,24244
210950,2012,8,487,35,522,45117
210970,2016,8,5493,1046,6539,494237
211160,2012,5,755,907,1662,300593
211180,2012,8,355,26,381,41357
211260,2012,8,1828,286,2114,215520
211280,2013,5,165,117,282,39209
211340,2012,8,749,86,835,65990
211360,2012,8,430,89,519,147698
211400,2012,8,8581,2134,10715,795749
211420,2012,8,59608,5624,65232,3289250
211440,2012,8,907,142,1049,102718
211580,2012,5,239,221,460,178229
211800,2012,6,88,29,117,23741
211820,2016,8,64838,6605,71443,4309358
212010,2012,6,965,336,1301,144458
212030,2012,6,761,195,956,87591
212050,2012,8,335,28,363,37904
212070,2013,6,7738,2335,10073,1960641
212110,2012,6,134,47,181,33044
212480,2013,9,9416,493,9909,1232451
212700,2012,5,92,86,178,46642
212780,2012,5,183,101,284,24499
213610,2012,8,3814,658,4472,416375
213650,2012,8,1229,202,1431,720104
213670,2014,9,32620,801,33421,2533584
213850,2013,8,3492,746,4238,945492
214100,2012,5,27,25,52,13942
214130,2012,5,82,45,127,14219
214190,2014,5,2406,1563,3969,242221
214340,2012,8,6368,709,7077,743347
214360,2012,6,1138,409,1547,393962
214420,2015,6,5571,1928,7499,1922501
214510,2012,8,3107,320,3427,582228
214550,2014,8,443,106,549,223070
214570,2012,6,175,51,226,42020
214590,2012,8,838,131,969,99774
214630,2012,5,123,90,213,39096
214730,2013,9,2903,141,3044,168841
214770,2013,8,4607,299,4906,538061
214790,2012,8,736,128,864,246622
214830,2012,8,1083,157,1240,309617
214870,2012,6,1997,602,2599,625428
214910,2012,5,159,189,348,61698
214950,2013,6,27397,7235,34632,3350407
214970,2012,8,893,173,1066,175830
215080,2014,6,3686,1118,4804,1036289
215390,2012,5,6,6,12,3445
215470,2012,6,4027,1167,5194,731052
215510,2012,6,1912,503,2415,286849
215530,2013,8,4786,966,5752,726646
215630,2013,5,442,214,656,86817
215670,2012,5,1013,480,1493,183321
215690,2013,6,719,231,950,146186
215710,2013,8,259,53,312,51792
215770,2012,5,50,42,92,17947
215870,2013,5,143,212,355,229648
216090,2013,8,326,18,344,27792
216110,2012,8,644,152,796,81320
216130,2012,4,28,97,125,28943
216260,2014,8,416,34,450,23321
216290,2012,8,165,13,178,20286
216890,2012,8,1074,255,1329,253538
216910,2012,6,791,304,1095,128256
217100,2013,5,391,446,837,50745
217140,2013,5,1351,617,1968,272986
217270,2012,6,120,47,167,14384
217290,2012,8,123,21,144,19651
217690,2013,5,836,445,1281,163293
217790,2012,6,348,138,486,68917
218060,2013,8,2447,203,2650,358624
218410,2012,9,2571,85,2656,179979
218510,2012,6,381,163,544,325744
218620,2013,8,265676,48200,313876,18643807
218620,2013,8,265676,48200,313876,18643807
218640,2012,8,4934,1180,6114,596725
218660,2012,6,107,27,134,20457
218680,2012,8,5742,460,6202,1296525
218740,2012,8,1894,333,2227,278689
218820,2014,6,1415,577,1992,307315
219150,2012,9,39104,959,40063,2584720
219190,2013,8,512,54,566,66302
219200,2013,8,253,49,302,61886
219340,2013,6,553,182,735,346032
219640,2012,8,46448,9497,55945,8260157
219700,2014,5,435,242,677,225215
219830,2013,8,2743,547,3290,348064
219910,2012,8,1456,135,1591,219442
219950,2012,8,465,65,530,63403
219990,2016,8,21546,1725,23271,1464229
220260,2013,8,3769,342,4111,590518
220440,2013,8,12340,704,13044,987543
220460,2012,8,601,132,733,102678
220740,2012,8,1228,106,1334,249600
220780,2012,8,7140,390,7530,581719
220820,2012,8,1883,340,2223,228360
220900,2013,5,203,121,324,58672
221040,2013,8,12281,3024,15305,1317100
221180,2014,8,316,34,350,57425
221380,2013,8,45226,2622,47848,5824316
221540,2014,8,1477,333,1810,206227
221640,2012,9,18102,542,18644,1045138
221810,2013,8,1528,231,1759,271663
221830,2012,8,244,46,290,40059
222140,2012,6,303,113,416,99411
222180,2015,6,18,7,25,7251
222420,2014,8,753,147,900,95954
222440,2015,8,763,59,822,109446
222480,2013,8,4238,771,5009,503330
222640,2013,6,445,131,576,50924
222660,2013,8,277,44,321,49592
222730,2013,8,3340,808,4148,897320
222880,2014,8,74283,7029,81312,6007744
222940,2013,8,3772,468,4240,456361
223000,2012,8,139,23,162,13944
223100,2016,5,5434,4415,9849,600976
223220,2012,6,1192,301,1493,335909
223330,2012,6,824,236,1060,41558
223410,2014,6,439,182,621,27840
223430,2012,4,104,200,304,58437
223450,2013,6,162,46,208,24535
223470,2012,9,29051,1427,30478,1911217
223510,2012,6,695,195,890,92256
223730,2012,8,365,57,422,75324
223810,2013,8,964,119,1083,140737
224040,2014,6,186,52,238,8596
224260,2013,8,42230,4850,47080,7144320
224460,2013,8,3661,374,4035,182422
224480,2014,8,5606,412,6018,581181
224760,2013,8,9685,816,10501,1276275
224820,2013,9,1184,43,1227,126909
224860,2013,4,222,463,685,112755
224900,2012,5,293,212,505,241819
225080,2013,9,29593,1509,31102,1056557
225160,2013,8,1601,126,1727,278226
225260,2013,8,11241,748,11989,1235714
225280,2014,8,915,151,1066,198642
225360,2013,5,410,445,855,79909
225420,2013,5,1040,793,1833,451407
225540,2015,6,26990,10656,37646,2345094
225600,2014,6,2636,1043,3679,610347
226100,2015,6,455,164,619,66298
226560,2014,5,465,328,793,46439
226580,2014,6,982,289,1271,168191
226620,2013,8,993,92,1085,122321
226720,2013,5,1441,909,2350,279675
226780,2013,5,35,41,76,9808
226820,2013,8,53,4,57,10960
226840,2014,8,4040,934,4974,764290
226860,2015,6,5533,1669,7202,476035
227000,2012,9,1643,38,1681,83704
227020,2013,5,177,133,310,66332
227060,2014,5,216,137,353,54697
227080,2013,8,2296,147,2443,127734
227100,2013,8,2962,391,3353,577105
227180,2013,5,1556,759,2315,359640
227200,2012,8,877,104,981,84676
227220,2013,8,1413,188,1601,193849
227300,2012,9,133355,3620,136975,5982548
227380,2013,6,288,75,363,50466
227400,2013,5,313,302,615,219519
227480,2013,6,1576,669,2245,322132
227560,2014,5,313,158,471,60247
227580,2013,8,1481,172,1653,132502
227600,2013,8,1136,109,1245,123527
227780,2019,8,1160,122,1282,167773
227800,2013,6,114,39,153,100395
227860,2017,5,2341,2106,4447,275014
228280,2013,8,3652,593,4245,745407
228300,2013,8,8042,1523,9565,587213
228320,2013,5,88,91,179,56578
228360,2017,8,867,54,921,61757
228400,2013,5,2482,1772,4254,527228
228440,2013,6,131,53,184,60640
228960,2013,8,448,54,502,121166
229480,2013,8,694,160,854,169249
229520,2013,5,306,173,479,77010
229580,2015,5,505,351,856,76847
229810,2015,5,269,123,392,71209
229890,2013,8,61,12,73,22281
230050,2013,8,5099,665,5764,425947
230070,2015,8,1488,311,1799,96114
230150,2013,6,219,86,305,64688
230190,2015,8,3527,631,4158,363113
230230,2014,8,10129,902,11031,1208170
230270,2016,9,1389,62,1451,118689
230310,2014,4,104,192,296,32717
230410,2013,8,161067,15293,176360,16332217
230410,2013,8,161067,15293,176360,16332217
230650,2013,5,112,130,242,41411
230700,2013,8,1349,285,1634,193073
230840,2014,5,723,739,1462,77822
230860,2014,8,542,50,592,66022
231020,2013,6,62,25,87,13973
231160,2013,9,5330,210,5540,484015
231310,2013,5,259,165,424,58523
231330,2013,6,1309,497,1806,252514
231430,2013,6,27036,8955,35991,4654955
231720,2013,4,118,232,350,46803
231740,2013,8,2148,395,2543,342008
231910,2013,8,312,78,390,56138
232050,2013,5,1187,582,1769,595663
232090,2016,8,47871,6839,54710,3980635
232430,2013,6,11281,3367,14648,538219
232450,2016,5,748,381,1129,237212
232750,2013,6,1299,470,1769,191401
232770,1997,8,1965,436,2401,258861
232790,2014,8,5048,1004,6052,419666
232890,2014,5,3458,2359,5817,828019
232950,2013,5,309,323,632,110174
232970,2013,8,355,57,412,46979
233110,2013,4,58,90,148,19264
233130,2013,8,16645,1170,17815,1648323
233150,2014,8,2917,283,3200,314885
233190,2013,8,678,123,801,131849
233210,2013,4,54,157,211,20857
233230,2013,6,1055,357,1412,107362
233290,2014,8,7053,1366,8419,514458
233310,2013,8,101,17,118,19579
233450,2015,8,27015,1874,28889,2856218
233470,2013,8,4184,822,5006,431669
233510,2009,5,101,53,154,30085
233550,2013,8,1083,209,1292,89421
233610,2018,8,3103,185,3288,169523
233700,2013,8,1003,149,1152,192814
233720,2013,8,10068,2097,12165,1879150
233740,2013,8,2031,258,2289,359935
233840,2013,6,1519,498,2017,840770
233980,2014,8,5384,389,5773,446738
234080,2013,8,3425,805,4230,379043
234140,2015,8,29985,3026,33011,1775140
234160,2013,8,425,70,495,133318
234270,2017,8,634,47,681,58710
234290,2013,5,239,129,368,46491
234390,2013,8,2015,329,2344,453247
234490,2013,5,515,325,840,120088
234630,2015,6,7952,2427,10379,974136
234670,2013,8,7542,769,8311,671888
234710,2013,8,4157,735,4892,671540
234820,2013,6,169,70,239,9892
234900,2013,8,799,148,947,117410
234920,2015,6,316,83,399,40365
234940,2013,6,899,279,1178,162206
